Province_State,Country_Region,Lat,Long,Month,TrendlineCoef,Cluster
Brunei,Brunei,4.5353,114.7277,11,580.5283813476562,1
Cyprus,Cyprus,35.1264,33.4299,11,551.092529296875,1
Sweden,Sweden,60.128161,18.643501,11,541.7252807617188,1
Mexico,Mexico,23.6345,-102.5528,11,529.6732177734375,1
Thailand,Thailand,15.870032,100.992541,11,526.5405883789062,1
Guatemala,Guatemala,15.7835,-90.2308,11,520.1061401367188,1
South Africa,South Africa,-30.5595,22.9375,11,491.4402770996094,1
Japan,Japan,36.204824,138.252924,12,147464.6875,2
US,US,40.0,-100.0,12,65216.43359375,3
"Korea, South","Korea, South",35.907757,127.766922,12,64983.171875,3
France,France,46.2276,2.2137,12,49178.1328125,3
Brazil,Brazil,-14.235,-51.9253,12,37573.15234375,0
Germany,Germany,51.165691,10.451526,12,30309.603515625,0
Italy,Italy,41.87194,12.56738,12,24955.326171875,0
Taiwan*,Taiwan*,23.7,121.0,12,16555.72265625,1
Hong Kong,China,22.3,114.2,12,16231.1064453125,1
Russia,Russia,61.52401,105.318756,12,6825.35986328125,1
Peru,Peru,-9.19,-75.0152,12,6217.7333984375,1
Argentina,Argentina,-38.4161,-63.6167,12,6171.10302734375,1
Greece,Greece,39.0742,21.8243,12,5740.47119140625,1
New South Wales,Australia,-33.8688,151.2093,12,5404.08740234375,1
New Zealand,New Zealand,-40.9006,174.886,12,5167.564453125,1
Austria,Austria,47.5162,14.5501,12,4713.53076171875,1
United Kingdom,United Kingdom,55.3781,-3.436,12,4627.65478515625,1
Mexico,Mexico,23.6345,-102.5528,12,3719.885498046875,1
Chile,Chile,-35.6751,-71.543,12,3582.457275390625,1
Victoria,Australia,-37.8136,144.9631,12,3294.693603515625,1
Spain,Spain,40.463667,-3.74922,12,2595.0048828125,1
Switzerland,Switzerland,46.8182,8.2275,12,2092.314208984375,1
Bolivia,Bolivia,-16.2902,-63.5887,12,1772.6600341796875,1
Queensland,Australia,-27.4698,153.0251,12,1718.6798095703125,1
Guatemala,Guatemala,15.7835,-90.2308,12,1683.7366943359375,1
Slovenia,Slovenia,46.1512,14.9955,12,1657.76171875,1
Indonesia,Indonesia,-0.7893,113.9213,12,1564.512939453125,1
Sweden,Sweden,60.128161,18.643501,12,1558.6939697265625,1
South Australia,Australia,-34.9285,138.6007,12,1538.334228515625,1
Western Australia,Australia,-31.9505,115.8605,12,1433.5390625,1
Israel,Israel,31.046051,34.851612,12,1372.119384765625,1
Finland,Finland,61.92411,25.748151,12,1347.3927001953125,1
Guangdong,China,23.3417,113.4244,12,1300.662109375,1
Belgium,Belgium,50.8333,4.469936,12,1143.5386962890625,1
Paraguay,Paraguay,-23.4425,-58.4438,12,1132.5072021484375,1
Singapore,Singapore,1.2833,103.8333,12,1115.281494140625,1
Denmark,Denmark,56.2639,9.5018,12,1112.7218017578125,1
Quebec,Canada,52.9399,-73.5491,12,1048.9197998046875,1
Malaysia,Malaysia,4.210484,101.975766,12,1029.2060546875,1
Philippines,Philippines,12.879721,121.774017,12,922.6257934570312,1
Ecuador,Ecuador,-1.8312,-78.1834,12,909.0722045898438,1
Netherlands,Netherlands,52.1326,5.2913,12,874.3955688476562,1
Panama,Panama,8.538,-80.7821,12,772.5072631835938,1
Colombia,Colombia,4.5709,-74.2973,12,747.1766357421875,1
Serbia,Serbia,44.0165,21.0059,12,724.2088623046875,1
Hungary,Hungary,47.1625,19.5033,12,712.3060302734375,1
Czechia,Czechia,49.8175,15.473,12,711.7012329101562,1
Uruguay,Uruguay,-32.5228,-55.7658,12,655.8488159179688,1
Beijing,China,40.1824,116.4142,12,640.3016357421875,1
Mongolia,Mongolia,46.8625,103.8467,12,630.8439331054688,1
Japan,Japan,36.204824,138.252924,1,112257.484375,2
US,US,40.0,-100.0,1,51884.3828125,0
"Korea, South","Korea, South",35.907757,127.766922,1,32829.0703125,3
Taiwan*,Taiwan*,23.7,121.0,1,21085.5546875,3
Brazil,Brazil,-14.235,-51.9253,1,16003.0205078125,3
Germany,Germany,51.165691,10.451526,1,11653.822265625,3
Italy,Italy,41.87194,12.56738,1,10813.2705078125,3
Hong Kong,China,22.3,114.2,1,6853.783203125,1
France,France,46.2276,2.2137,1,5757.50927734375,1
Russia,Russia,61.52401,105.318756,1,4850.8388671875,1
Mexico,Mexico,23.6345,-102.5528,1,4415.23974609375,1
United Kingdom,United Kingdom,55.3781,-3.436,1,4314.32763671875,1
Argentina,Argentina,-38.4161,-63.6167,1,3294.263671875,1
Chile,Chile,-35.6751,-71.543,1,2652.18310546875,1
New Zealand,New Zealand,-40.9006,174.886,1,2651.879150390625,1
Austria,Austria,47.5162,14.5501,1,2282.25732421875,1
Spain,Spain,40.463667,-3.74922,1,1773.6414794921875,1
New South Wales,Australia,-33.8688,151.2093,1,1703.6810302734375,1
Queensland,Australia,-27.4698,153.0251,1,1196.5665283203125,1
Western Australia,Australia,-31.9505,115.8605,1,888.7733764648438,1
Bolivia,Bolivia,-16.2902,-63.5887,1,844.1209716796875,1
Serbia,Serbia,44.0165,21.0059,1,822.5261840820312,1
Guatemala,Guatemala,15.7835,-90.2308,1,815.9173583984375,1
Ontario,Canada,51.2538,-85.3232,1,797.12255859375,1
Peru,Peru,-9.19,-75.0152,1,758.3092651367188,1
Victoria,Australia,-37.8136,144.9631,1,753.5491943359375,1
Israel,Israel,31.046051,34.851612,1,702.9636840820312,1
Belgium,Belgium,50.8333,4.469936,1,687.0298461914062,1
Costa Rica,Costa Rica,9.7489,-83.7534,1,667.5572509765625,1
Finland,Finland,61.92411,25.748151,1,599.7374877929688,1
Sweden,Sweden,60.128161,18.643501,1,598.327392578125,1
Quebec,Canada,52.9399,-73.5491,1,581.0592651367188,1
Uruguay,Uruguay,-32.5228,-55.7658,1,534.357666015625,1
Colombia,Colombia,4.5709,-74.2973,1,532.2161254882812,1
Paraguay,Paraguay,-23.4425,-58.4438,1,511.3548278808594,1
Ukraine,Ukraine,48.3794,31.1656,1,496.18548583984375,1
Romania,Romania,45.9432,24.9668,1,488.9891052246094,1
Ecuador,Ecuador,-1.8312,-78.1834,1,480.6048278808594,1
Singapore,Singapore,1.2833,103.8333,1,443.4842834472656,1
Slovenia,Slovenia,46.1512,14.9955,1,435.991943359375,1
Cyprus,Cyprus,35.1264,33.4299,1,421.7177429199219,1
Netherlands,Netherlands,52.1326,5.2913,1,413.0294494628906,1
South Australia,Australia,-34.9285,138.6007,1,404.0238037109375,1
Kazakhstan,Kazakhstan,48.0196,66.9237,1,385.5540466308594,1
Guangdong,China,23.3417,113.4244,1,377.9778137207031,1
Ireland,Ireland,53.1424,-7.6921,1,377.06854248046875,1
Denmark,Denmark,56.2639,9.5018,1,339.77337646484375,1
Poland,Poland,51.9194,19.1451,1,333.82257080078125,1
Indonesia,Indonesia,-0.7893,113.9213,1,320.89556884765625,1
Malaysia,Malaysia,4.210484,101.975766,1,312.1467590332031,1
US,US,40.0,-100.0,2,36506.0859375,1
Japan,Japan,36.204824,138.252924,2,22119.763671875,3
Taiwan*,Taiwan*,23.7,121.0,2,15670.9130859375,3
Germany,Germany,51.165691,10.451526,2,13600.4248046875,2
Russia,Russia,61.52401,105.318756,2,12072.1689453125,2
"Korea, South","Korea, South",35.907757,127.766922,2,11466.833984375,2
Brazil,Brazil,-14.235,-51.9253,2,7581.95703125,2
Austria,Austria,47.5162,14.5501,2,4722.29931640625,0
Italy,Italy,41.87194,12.56738,2,4351.30517578125,0
United Kingdom,United Kingdom,55.3781,-3.436,2,3515.5732421875,0
France,France,46.2276,2.2137,2,3352.2236328125,0
Mexico,Mexico,23.6345,-102.5528,2,2913.335205078125,0
Chile,Chile,-35.6751,-71.543,2,1634.869140625,0
Poland,Poland,51.9194,19.1451,2,1456.474609375,0
New Zealand,New Zealand,-40.9006,174.886,2,1296.941162109375,0
Spain,Spain,40.463667,-3.74922,2,1123.406982421875,0
Belgium,Belgium,50.8333,4.469936,2,995.45703125,0
New South Wales,Australia,-33.8688,151.2093,2,886.708251953125,0
Serbia,Serbia,44.0165,21.0059,2,765.5897827148438,0
Czechia,Czechia,49.8175,15.473,2,755.8653564453125,0
Ontario,Canada,51.2538,-85.3232,2,602.3927001953125,0
Costa Rica,Costa Rica,9.7489,-83.7534,2,556.1395874023438,0
Ukraine,Ukraine,48.3794,31.1656,2,541.5985107421875,0
Romania,Romania,45.9432,24.9668,2,523.48193359375,0
Queensland,Australia,-27.4698,153.0251,2,504.7999572753906,0
Quebec,Canada,52.9399,-73.5491,2,498.3962707519531,0
Netherlands,Netherlands,52.1326,5.2913,2,485.8158264160156,0
Israel,Israel,31.046051,34.851612,2,451.4726257324219,0
Georgia,Georgia,42.3154,43.3569,2,446.50848388671875,0
Victoria,Australia,-37.8136,144.9631,2,437.3642578125,0
Western Australia,Australia,-31.9505,115.8605,2,303.6535339355469,0
Guatemala,Guatemala,15.7835,-90.2308,2,301.2569885253906,0
Lithuania,Lithuania,55.1694,23.8813,2,289.3396301269531,0
Bahrain,Bahrain,26.0275,50.55,2,262.34100341796875,0
Argentina,Argentina,-38.4161,-63.6167,2,261.94580078125,0
South Africa,South Africa,-30.5595,22.9375,2,259.89599609375,0
Ecuador,Ecuador,-1.8312,-78.1834,2,254.86618041992188,0
South Australia,Australia,-34.9285,138.6007,2,232.28762817382812,0
Slovenia,Slovenia,46.1512,14.9955,2,231.7974853515625,0
Cyprus,Cyprus,35.1264,33.4299,2,229.26956176757812,0
Moldova,Moldova,47.4116,28.3699,2,228.19102478027344,0
Malaysia,Malaysia,4.210484,101.975766,2,213.63136291503906,0
Indonesia,Indonesia,-0.7893,113.9213,2,211.75479125976562,0
Singapore,Singapore,1.2833,103.8333,2,207.06349182128906,0
Slovakia,Slovakia,48.669,19.699,2,166.8954620361328,0
Bolivia,Bolivia,-16.2902,-63.5887,2,159.81117248535156,0
Switzerland,Switzerland,46.8182,8.2275,2,150.3615264892578,0
Peru,Peru,-9.19,-75.0152,2,145.0391387939453,0
Sweden,Sweden,60.128161,18.643501,2,143.44992065429688,0
Iran,Iran,32.427908,53.688046,2,138.57908630371094,0
US,US,40.0,-100.0,3,27708.400390625,1
Russia,Russia,61.52401,105.318756,3,12584.466796875,2
"Korea, South","Korea, South",35.907757,127.766922,3,10270.0166015625,2
Japan,Japan,36.204824,138.252924,3,9582.7001953125,2
Germany,Germany,51.165691,10.451526,3,6565.41650390625,3
Austria,Austria,47.5162,14.5501,3,4972.283203125,3
France,France,46.2276,2.2137,3,4167.61669921875,3
United Kingdom,United Kingdom,55.3781,-3.436,3,3677.2666015625,3
Italy,Italy,41.87194,12.56738,3,3110.10009765625,3
Mexico,Mexico,23.6345,-102.5528,3,3081.7333984375,3
Chile,Chile,-35.6751,-71.543,3,2755.166748046875,3
Poland,Poland,51.9194,19.1451,3,2608.033447265625,3
New Zealand,New Zealand,-40.9006,174.886,3,1906.5,0
Belgium,Belgium,50.8333,4.469936,3,1447.3333740234375,0
Ukraine,Ukraine,48.3794,31.1656,3,1256.63330078125,0
Brazil,Brazil,-14.235,-51.9253,3,1210.9166259765625,0
New South Wales,Australia,-33.8688,151.2093,3,1001.5333251953125,0
Romania,Romania,45.9432,24.9668,3,950.6666870117188,0
Serbia,Serbia,44.0165,21.0059,3,878.0,0
Czechia,Czechia,49.8175,15.473,3,845.8666381835938,0
Spain,Spain,40.463667,-3.74922,3,827.5166625976562,0
Costa Rica,Costa Rica,9.7489,-83.7534,3,648.7833251953125,0
Singapore,Singapore,1.2833,103.8333,3,516.3666381835938,0
Netherlands,Netherlands,52.1326,5.2913,3,510.73333740234375,0
Ontario,Canada,51.2538,-85.3232,3,506.8999938964844,0
Israel,Israel,31.046051,34.851612,3,442.95001220703125,0
Iran,Iran,32.427908,53.688046,3,442.48333740234375,0
Moldova,Moldova,47.4116,28.3699,3,430.5,0
Quebec,Canada,52.9399,-73.5491,3,424.3833312988281,0
Victoria,Australia,-37.8136,144.9631,3,419.79998779296875,0
South Africa,South Africa,-30.5595,22.9375,3,377.4333190917969,0
Bahrain,Bahrain,26.0275,50.55,3,355.1499938964844,0
Slovenia,Slovenia,46.1512,14.9955,3,353.7166748046875,0
India,India,20.593684,78.96288,3,320.04998779296875,0
Lithuania,Lithuania,55.1694,23.8813,3,286.4666748046875,0
Portugal,Portugal,39.3999,-8.2245,3,278.7166748046875,0
Slovakia,Slovakia,48.669,19.699,3,241.51666259765625,0
Queensland,Australia,-27.4698,153.0251,3,240.1999969482422,0
Peru,Peru,-9.19,-75.0152,3,234.60000610351562,0
Indonesia,Indonesia,-0.7893,113.9213,3,228.01666259765625,0
South Australia,Australia,-34.9285,138.6007,3,227.53334045410156,0
Georgia,Georgia,42.3154,43.3569,3,226.21665954589844,0
Switzerland,Switzerland,46.8182,8.2275,3,220.8000030517578,0
Malaysia,Malaysia,4.210484,101.975766,3,204.14999389648438,0
Cyprus,Cyprus,35.1264,33.4299,3,185.73333740234375,0
Guatemala,Guatemala,15.7835,-90.2308,3,161.63333129882812,0
Western Australia,Australia,-31.9505,115.8605,3,158.93333435058594,0
Argentina,Argentina,-38.4161,-63.6167,3,138.6666717529297,0
United Arab Emirates,United Arab Emirates,23.424076,53.847818,3,134.3333282470703,0
Philippines,Philippines,12.879721,121.774017,3,125.55000305175781,0
